Mod:Item:MetaData, Localized Name
BiomesOPlenty:overgrownNetherrack, Заросший камень Нижнего мира
BiomesOPlenty:bopGrass:0, Спектральный мох
BiomesOPlenty:bopGrass:1, Блок тлеющей травы
BiomesOPlenty:newBopGrass:0, Блок глиняной травы
BiomesOPlenty:newBopGrass:1, Блок песчаной травы
BiomesOPlenty:newBopGrass:2, Блок илистой травы
BiomesOPlenty:newBopDirt:0, Глиняная земля
BiomesOPlenty:newBopDirt:1, Шероховатая глиняная земля
BiomesOPlenty:newBopDirt:2, Песчаная земля
BiomesOPlenty:newBopDirt:3, Шероховатая песчаная земля
BiomesOPlenty:newBopDirt:4, Илистая земля
BiomesOPlenty:newBopDirt:5, Шероховатая илистая земля
BiomesOPlenty:logs1:0, Древесина священного дуба
BiomesOPlenty:logs1:1, Древесина вишнёвого дерева
BiomesOPlenty:logs1:2, Древесина тёмного дерева
BiomesOPlenty:logs1:3, Древесина пихты
BiomesOPlenty:logs2:0, Эфирная древесина
BiomesOPlenty:logs2:1, Магическая древесина
BiomesOPlenty:logs2:2, Древесина мангрового дерева
BiomesOPlenty:logs2:3, Древесина пальмы
BiomesOPlenty:logs3:0, Древесина красного дерева
BiomesOPlenty:logs3:1, Древесина ивы
BiomesOPlenty:logs3:2, Мёртвая древесина
BiomesOPlenty:logs3:3, Ствол гигантского цветка
BiomesOPlenty:logs4:0, Древесина сосны
BiomesOPlenty:logs4:1, Древесина адского дерева
BiomesOPlenty:logs4:2, Древесина жакаранды
BiomesOPlenty:logs4:3, Махагониевая древесина
BiomesOPlenty:leaves1:0, Жёлтая осенняя листва
BiomesOPlenty:leaves1:1, Бамбуковая листва
BiomesOPlenty:leaves1:2, Магическая листва
BiomesOPlenty:leaves1:3, Тёмная листва
BiomesOPlenty:leaves2:0, Погибающая листва
BiomesOPlenty:leaves2:1, Пихтовая листва
BiomesOPlenty:leaves2:2, Эфирная листва
BiomesOPlenty:leaves2:3, Оранжевая осенняя листва
BiomesOPlenty:leaves3:0, Изначальная листва
BiomesOPlenty:leaves3:1, Листва розовой вишни
BiomesOPlenty:leaves3:2, Клёновая листва
BiomesOPlenty:leaves3:3, Листва белой вишни
BiomesOPlenty:leaves4:0, Адская листва
BiomesOPlenty:leaves4:1, Жакарандовая листва
BiomesOPlenty:petals:0, Гигантский красный цветок
BiomesOPlenty:petals:1, Гигантский жёлтый цветок
BiomesOPlenty:saplings:0, Саженец яблони
BiomesOPlenty:saplings:1, Жёлтый осенний саженец
BiomesOPlenty:saplings:2, Саженец бамбука
BiomesOPlenty:saplings:3, Магический саженец
BiomesOPlenty:saplings:4, Тёмный саженец
BiomesOPlenty:saplings:5, Погибающий саженец
BiomesOPlenty:saplings:6, Саженец пихты
BiomesOPlenty:saplings:7, Эфирный саженец
BiomesOPlenty:saplings:8, Оранжевый осенний саженец
BiomesOPlenty:saplings:9, Изначальный саженец
BiomesOPlenty:saplings:10, Саженец розовой вишни
BiomesOPlenty:saplings:11, Саженец клёна
BiomesOPlenty:saplings:12, Саженец белой вишни
BiomesOPlenty:saplings:13, Саженец адского дерева
BiomesOPlenty:saplings:14, Саженец жакаранды
BiomesOPlenty:saplings:15, Саженец хурмы
BiomesOPlenty:colorizedSaplings:0, Саженец священного дуба
BiomesOPlenty:colorizedSaplings:1, Мангровый саженец
BiomesOPlenty:colorizedSaplings:2, Саженец пальмы
BiomesOPlenty:colorizedSaplings:3, Саженец красного дерева
BiomesOPlenty:colorizedSaplings:4, Саженец ивы
BiomesOPlenty:colorizedSaplings:5, Саженец сосны
BiomesOPlenty:colorizedSaplings:6, Саженец махагониевого дерева
BiomesOPlenty:colorizedSaplings:7, Саженец цветущего дуба
BiomesOPlenty:hardSand, Затвердевший песок
BiomesOPlenty:hardDirt, Затвердевшая земля
BiomesOPlenty:biomeBlock, Руда эссенции биомов
BiomesOPlenty:crystal, Небесный кристалл
BiomesOPlenty:gemOre:0, Аметистовая руда Края
BiomesOPlenty:gemOre:1, Аметистовый блок
BiomesOPlenty:gemOre:2, Рубиновая руда
BiomesOPlenty:gemOre:3, Рубиновый блок
BiomesOPlenty:gemOre:4, Перидотовая руда
BiomesOPlenty:gemOre:5, Перидотовый блок
BiomesOPlenty:gemOre:6, Топазовая руда
BiomesOPlenty:gemOre:7, Топазовый блок
BiomesOPlenty:gemOre:8, Танзанитовая руда
BiomesOPlenty:gemOre:9, Танзанитовый блок
BiomesOPlenty:gemOre:10, Малахитовая руда
BiomesOPlenty:gemOre:11, Малахитовый блок
BiomesOPlenty:gemOre:12, Сапфировая руда
BiomesOPlenty:gemOre:13, Сапфировый блок
BiomesOPlenty:gemOre:14, Янтарная руда
BiomesOPlenty:gemOre:15, Янтарный блок
BiomesOPlenty:cragRock, Горная порода
BiomesOPlenty:hive:0, Блок медовых сот
BiomesOPlenty:hive:1, Блок улья
BiomesOPlenty:hive:2, Пустой блок медовых сот
BiomesOPlenty:hive:3, Заполненный блок медовых сот
BiomesOPlenty:honeyBlock, Блок мёда
BiomesOPlenty:bones:0, Малый сегмент кости
BiomesOPlenty:bones:1, Средний сегмент кости
BiomesOPlenty:bones:2, Большой сегмент кости
BiomesOPlenty:grave:0, Могильная плита
BiomesOPlenty:planks:0, Доски из священного дуба
BiomesOPlenty:planks:1, Доски из вишнёвого дерева
BiomesOPlenty:planks:2, Доски из тёмной древесины
BiomesOPlenty:planks:3, Доски из пихты
BiomesOPlenty:planks:4, Доски из эфирной древесины
BiomesOPlenty:planks:5, Доски из магической древесины
BiomesOPlenty:planks:6, Доски из мангрового дерева
BiomesOPlenty:planks:7, Доски из пальмы
BiomesOPlenty:planks:8, Доски из красного дерева
BiomesOPlenty:planks:9, Доски из ивы
BiomesOPlenty:planks:10, Бамбуковое покрытие
BiomesOPlenty:planks:11, Доски из сосны
BiomesOPlenty:planks:12, Доски из адского дерева
BiomesOPlenty:planks:13, Доски из жакаранды
BiomesOPlenty:planks:14, Доски из махагониевой древесины
BiomesOPlenty:woodenSingleSlab1:0, Плита из священного дуба
BiomesOPlenty:woodenSingleSlab1:1, Плита из вишнёвого дерева
BiomesOPlenty:woodenSingleSlab1:2, Плита из тёмной древесины
BiomesOPlenty:woodenSingleSlab1:3, Плита из пихты
BiomesOPlenty:woodenSingleSlab1:4, Плита из эфирной древесины
BiomesOPlenty:woodenSingleSlab1:5, Плита из магической древесины
BiomesOPlenty:woodenSingleSlab1:6, Плита из мангрового дерева
BiomesOPlenty:woodenSingleSlab1:7, Плита из пальмы
BiomesOPlenty:woodenDoubleSlab1:0, Плита из священного дуба
BiomesOPlenty:woodenDoubleSlab1:1, Плита из вишнёвого дерева
BiomesOPlenty:woodenDoubleSlab1:2, Плита из тёмной древесины
BiomesOPlenty:woodenDoubleSlab1:3, Плита из пихты
BiomesOPlenty:woodenDoubleSlab1:4, Плита из эфирной древесины
BiomesOPlenty:woodenDoubleSlab1:5, Плита из магической древесины
BiomesOPlenty:woodenDoubleSlab1:6, Плита из мангрового дерева
BiomesOPlenty:woodenDoubleSlab1:7, Плита из пальмы
BiomesOPlenty:woodenSingleSlab2:0, Плита из красного дерева
BiomesOPlenty:woodenSingleSlab2:1, Плита из ивы
BiomesOPlenty:woodenSingleSlab2:2, Плита из сосны
BiomesOPlenty:woodenSingleSlab2:3, Плита из адского дерева
BiomesOPlenty:woodenSingleSlab2:4, Плита из жакаранды
BiomesOPlenty:woodenDoubleSlab2:0, Плита из красного дерева
BiomesOPlenty:woodenDoubleSlab2:1, Плита из ивы
BiomesOPlenty:woodenDoubleSlab2:2, Плита из сосны
BiomesOPlenty:woodenDoubleSlab2:3, Плита из адского дерева
BiomesOPlenty:woodenDoubleSlab2:4, Плита из жакаранды
BiomesOPlenty:stoneSingleSlab:0, Плита из кирпичей грязи
BiomesOPlenty:stoneDoubleSlab:0, Плита из кирпичей грязи
BiomesOPlenty:sacredoakStairs, Ступеньки из священного дуба
BiomesOPlenty:cherryStairs, Ступеньки из вишнёвого дерева
BiomesOPlenty:darkStairs, Ступеньки из тёмной древесины
BiomesOPlenty:firStairs, Ступеньки из пихты
BiomesOPlenty:etherealStairs, Ступеньки из эфирной древесины
BiomesOPlenty:magicStairs, Ступеньки из магической древесины
BiomesOPlenty:mangroveStairs, Ступеньки из мангрового дерева
BiomesOPlenty:palmStairs, Ступеньки из пальмы
BiomesOPlenty:redwoodStairs, Ступеньки из красного дерева
BiomesOPlenty:willowStairs, Ступеньки из ивы
BiomesOPlenty:pineStairs, Ступеньки из сосны
BiomesOPlenty:hellBarkStairs, Ступеньки из адского дерева
BiomesOPlenty:jacarandaStairs, Ступеньки из жакаранды
BiomesOPlenty:mahoganyStairs, Ступеньки из махагониевой древесины
BiomesOPlenty:mudBricksStairs, Ступеньки из кирпичей грязи
BiomesOPlenty:colorizedLeaves1:0, Листва священного дуба
BiomesOPlenty:colorizedLeaves1:1, Мангровая листва
BiomesOPlenty:colorizedLeaves1:2, Пальмовая листва
BiomesOPlenty:colorizedLeaves1:3, Листва красного дерева
BiomesOPlenty:colorizedLeaves2:0, Ивовая листва
BiomesOPlenty:colorizedLeaves2:1, Сосновая листва
BiomesOPlenty:colorizedLeaves2:2, Махагониевая листва
BiomesOPlenty:colorizedLeaves2:3, Листва цветущего дуба
BiomesOPlenty:poison, Яд
BiomesOPlenty:hell_blood, Кровь
BiomesOPlenty:honey, Мёд
BuildCraft|Core:eternalSpring:0, Источник воды
BuildCraft|Core:eternalSpring:1, Источник нефти
BuildCraft|Core:buildToolBlock, tile.buildToolBlock.name
BuildCraft|Core:engineBlock:0, Двигатель на красном камне
BuildCraft|Core:engineBlock:1, Двигатель Стирлинга
BuildCraft|Core:engineBlock:2, Двигатель внутреннего сгорания
BuildCraft|Core:engineBlock:3, Двигатель для творческого режима
BuildCraft|Core:markerBlock, Метка
BuildCraft|Core:pathMarkerBlock, Метка
BuildCraft|Builders:machineBlock, Карьер
BuildCraft|Builders:fillerBlock, Заполнитель
BuildCraft|Builders:frameBlock, Каркас
BuildCraft|Builders:builderBlock, Строитель
BuildCraft|Builders:architectBlock, Стол архитектора
BuildCraft|Builders:libraryBlock, Библиотека электроники
BuildCraft|Builders:constructionMarkerBlock, Строительная метка
BuildCraft|Transport:filteredBufferBlock, Фильтр
BuildCraft|Transport:pipeBlock, tile.pipeBlock.name
BuildCraft|Energy:blockOil, Нефть
BuildCraft|Energy:blockFuel, Топливо
BuildCraft|Energy:blockRedPlasma, tile.blockRedPlasma.name
BuildCraft|Silicon:laserBlock, Лазер
BuildCraft|Silicon:laserTableBlock:0, Сборочный стол
BuildCraft|Silicon:laserTableBlock:1, Сборочный верстак
BuildCraft|Silicon:laserTableBlock:2, Стол интеграции
BuildCraft|Silicon:laserTableBlock:3, Стол подзарядки
BuildCraft|Silicon:laserTableBlock:4, Стол программирования
BuildCraft|Silicon:laserTableBlock:5, Стол штамповки
BuildCraft|Silicon:packagerBlock, Упаковщик рецептов	
BuildCraft|Robotics:zonePlan, Планировщик зон
BuildCraft|Robotics:requester, Инициатор запроса
BuildCraft|Factory:miningWellBlock, Буровая установка
BuildCraft|Factory:plainPipeBlock, Буровая труба
BuildCraft|Factory:autoWorkbenchBlock, Автоматический верстак
BuildCraft|Factory:tankBlock, Цистерна
BuildCraft|Factory:pumpBlock, Помпа
BuildCraft|Factory:floodGateBlock, Шлюз
BuildCraft|Factory:refineryBlock, Нефтеперегонная вышка
BuildCraft|Factory:blockHopper, Воронка
extracells:certustank, extracells.block.certustank.name
extracells:walrus, Морж
extracells:fluidcrafter, МЭ жидкостный сборщик
extracells:ecbaseblock:0, МЭ жидкостный интерфейс
extracells:ecbaseblock:1, МЭ жидкостный авто-заполнитель
extracells:hardmedrive, Взрывоустойчивый МЭ накопитель
extracells:vibrantchamberfluid, Жидкостная вибрационная камера
Forestry:core:0, Анализатор
Forestry:core:1, Секретер
Forestry:soil:0, Гумус
Forestry:soil:1, Болотная земля
Forestry:resources:0, Апатитовая руда
Forestry:resources:1, Медная руда
Forestry:resources:2, Оловянная руда
Forestry:resourceStorage:0, Апатитовый блок
Forestry:resourceStorage:1, Медный блок
Forestry:resourceStorage:2, Оловянный блок
Forestry:resourceStorage:3, Бронзовый блок
Forestry:stained:0, Белое стекло
Forestry:stained:1, Оранжевое стекло
Forestry:stained:2, Сиреневое стекло
Forestry:stained:3, Светло-синее стекло
Forestry:stained:4, Жёлтое стекло
Forestry:stained:5, Лаймовое стекло
Forestry:stained:6, Розовое стекло
Forestry:stained:7, Серое стекло
Forestry:stained:8, Светло-серое стекло
Forestry:stained:9, Бирюзовое стекло
Forestry:stained:10, Фиолетовое стекло
Forestry:stained:11, Синее стекло
Forestry:stained:12, Коричневое стекло
Forestry:stained:13, Зелёное стекло
Forestry:stained:14, Красное стекло
Forestry:stained:15, Чёрное стекло
Forestry:fluid.bioethanol, Этанол
Forestry:fluid.biomass, Биомасса
Forestry:fluid.glass, Жидкое стекло
Forestry:fluid.honey, Мёд
Forestry:fluid.ice, Молотый лёд
Forestry:fluid.juice, Фруктовый сок
Forestry:fluid.milk, Молоко
Forestry:fluid.seedoil, Растительное масло
Forestry:fluid.short.mead, Питный мёд
Forestry:apiculture:0, Пасека
Forestry:apiculture:1, Сундук пчеловода
Forestry:apiculture:2, Пчелиный домик
Forestry:beehives:1, Лесной улей
Forestry:beehives:2, Луговой улей
Forestry:beehives:3, Пустынный улей
Forestry:beehives:4, Тропический улей
Forestry:beehives:6, Снежный улей
Forestry:beehives:7, Болотный улей
Forestry:candle:0, Тёмная свеча
Forestry:stump:0, Потухшая свеча
Forestry:alveary:0, Пчелиный улей
Forestry:alveary:2, Роевня
Forestry:alveary:3, Вентилятор улья
Forestry:alveary:4, Обогреватель улья
Forestry:alveary:5, Регулятор влажности улья
Forestry:alveary:6, Стабилизатор улья
Forestry:alveary:7, Сито улья
Forestry:log1:0, Древесина лиственницы
Forestry:log1:1, Древесина тикового дерева
Forestry:log1:2, Древесина акации
Forestry:log1:3, Древесина липы
Forestry:log2:0, Древесина каштана
Forestry:log2:1, Древесина дерева Венге
Forestry:log2:2, Древесина баобаба
Forestry:log2:3, Древесина секвойи
Forestry:log3:0, Древесина хлопкового дерева
Forestry:log3:1, Древесина мирта
Forestry:log3:2, Древесина красного дерева
Forestry:log3:3, Древесина бальзы
Forestry:log4:0, Древесина ивы
Forestry:log4:1, Древесина орехового дерева
Forestry:log4:2, Древесина гринхарта
Forestry:log4:3, Древесина вишнёвого дерева
Forestry:log5:0, Древесина гибискуса
Forestry:log5:1, Древесина тополя
Forestry:log5:2, Древесина пальмы
Forestry:log5:3, Древесина дынного дерева
Forestry:log6:0, Древесина сосны
Forestry:log6:1, Древесина сливового дерева
Forestry:log6:2, Древесина клёна
Forestry:log6:3, Древесина цитрусового дерева
Forestry:log7:0, Древесина гигантской секвойи
Forestry:log7:1, Древесина муравьиного дерева
Forestry:log7:2, Древесина падука
Forestry:log7:3, Древесина кокоболо
Forestry:log8:0, Древесина зебрано
Forestry:fireproofLog1:0, Древесина лиственницы (Огнестойкость)
Forestry:fireproofLog1:1, Древесина тикового дерева (Огнестойкость)
Forestry:fireproofLog1:2, Древесина акации (Огнестойкость)
Forestry:fireproofLog1:3, Древесина липы (Огнестойкость)
Forestry:fireproofLog2:0, Древесина каштана (Огнестойкость)
Forestry:fireproofLog2:1, Древесина дерева Венге (Огнестойкость)
Forestry:fireproofLog2:2, Древесина баобаба (Огнестойкость)
Forestry:fireproofLog2:3, Древесина секвойи (Огнестойкость)
Forestry:fireproofLog3:0, Древесина хлопкового дерева (Огнестойкость)
Forestry:fireproofLog3:1, Древесина мирта (Огнестойкость)
Forestry:fireproofLog3:2, Древесина красного дерева (Огнестойкость)
Forestry:fireproofLog3:3, Древесина бальзы (Огнестойкость)
Forestry:fireproofLog4:0, Древесина ивы (Огнестойкость)
Forestry:fireproofLog4:1, Древесина орехового дерева (Огнестойкость)
Forestry:fireproofLog4:2, Древесина гринхарта (Огнестойкость)
Forestry:fireproofLog4:3, Древесина вишнёвого дерева (Огнестойкость)
Forestry:fireproofLog5:0, Древесина гибискуса (Огнестойкость)
Forestry:fireproofLog5:1, Древесина тополя (Огнестойкость)
Forestry:fireproofLog5:2, Древесина пальмы (Огнестойкость)
Forestry:fireproofLog5:3, Древесина дынного дерева (Огнестойкость)
Forestry:fireproofLog6:0, Древесина сосны (Огнестойкость)
Forestry:fireproofLog6:1, Древесина сливового дерева (Огнестойкость)
Forestry:fireproofLog6:2, Древесина клёна (Огнестойкость)
Forestry:fireproofLog6:3, Древесина цитрусового дерева (Огнестойкость)
Forestry:fireproofLog7:0, Древесина гигантской секвойи (Огнестойкость)
Forestry:fireproofLog7:1, Древесина муравьиного дерева (Огнестойкость)
Forestry:fireproofLog7:2, Древесина падука (Огнестойкость)
Forestry:fireproofLog7:3, Древесина кокоболо (Огнестойкость)
Forestry:fireproofLog8:0, Древесина зебрано (Огнестойкость)
Forestry:planks:0, Доски из лиственницы
Forestry:planks:1, Доски из тикового дерева
Forestry:planks:2, Доски из акации
Forestry:planks:3, Доски из липы
Forestry:planks:4, Доски из каштана
Forestry:planks:5, Доски из дерева Венге
Forestry:planks:6, Доски из баобаба
Forestry:planks:7, Доски из секвойи
Forestry:planks:8, Доски из хлопкового дерева
Forestry:planks:9, Доски из мирта
Forestry:planks:10, Доски из красного дерева
Forestry:planks:11, Доски из бальзы
Forestry:planks:12, Доски из ивы
Forestry:planks:13, Доски из орехового дерева
Forestry:planks:14, Доски из гринхарта
Forestry:planks:15, Доски из вишнёвого дерева
Forestry:planks2:0, Доски из гибискуса
Forestry:planks2:1, Доски из тополя
Forestry:planks2:2, Доски из пальмы
Forestry:planks2:3, Доски из дынного дерева
Forestry:planks2:4, Доски из сосны
Forestry:planks2:5, Доски из сливового дерева
Forestry:planks2:6, Доски из клёна
Forestry:planks2:7, Доски из цитрусового дерева
Forestry:planks2:8, Доски из гигантской секвойи
Forestry:planks2:9, Доски из муравьиного дерева
Forestry:planks2:10, Доски из падука
Forestry:planks2:11, Доски из кокоболо
Forestry:planks2:12, Доски из зебрано
Forestry:fireproofPlanks1:0, Доски из лиственницы (Огнестойкость)
Forestry:fireproofPlanks1:1, Доски из тикового дерева (Огнестойкость)
Forestry:fireproofPlanks1:2, Доски из акации (Огнестойкость)
Forestry:fireproofPlanks1:3, Доски из липы (Огнестойкость)
Forestry:fireproofPlanks1:4, Доски из каштана (Огнестойкость)
Forestry:fireproofPlanks1:5, Доски из дерева Венге (Огнестойкость)
Forestry:fireproofPlanks1:6, Доски из баобаба (Огнестойкость)
Forestry:fireproofPlanks1:7, Доски из секвойи (Огнестойкость)
Forestry:fireproofPlanks1:8, Доски из хлопкового дерева (Огнестойкость)
Forestry:fireproofPlanks1:9, Доски из мирта (Огнестойкость)
Forestry:fireproofPlanks1:10, Доски из красного дерева (Огнестойкость)
Forestry:fireproofPlanks1:11, Доски из бальзы (Огнестойкость)
Forestry:fireproofPlanks1:12, Доски из ивы (Огнестойкость)
Forestry:fireproofPlanks1:13, Доски из орехового дерева (Огнестойкость)
Forestry:fireproofPlanks1:14, Доски из гринхарта (Огнестойкость)
Forestry:fireproofPlanks1:15, Доски из вишнёвого дерева (Огнестойкость)
Forestry:fireproofPlanks2:0, Доски из гибискуса (Огнестойкость)
Forestry:fireproofPlanks2:1, Доски из тополя (Огнестойкость)
Forestry:fireproofPlanks2:2, Доски из пальмы (Огнестойкость)
Forestry:fireproofPlanks2:3, Доски из дынного дерева (Огнестойкость)
Forestry:fireproofPlanks2:4, Доски из сосны (Огнестойкость)
Forestry:fireproofPlanks2:5, Доски из сливового дерева (Огнестойкость)
Forestry:fireproofPlanks2:6, Доски из клёна (Огнестойкость)
Forestry:fireproofPlanks2:7, Доски из цитрусового дерева (Огнестойкость)
Forestry:fireproofPlanks2:8, Доски из гигантской секвойи (Огнестойкость)
Forestry:fireproofPlanks2:9, Доски из муравьиного дерева (Огнестойкость)
Forestry:fireproofPlanks2:10, Доски из падука (Огнестойкость)
Forestry:fireproofPlanks2:11, Доски из кокоболо (Огнестойкость)
Forestry:fireproofPlanks2:12, Доски из зебрано (Огнестойкость)
Forestry:slabs1:0, Плита из лиственницы
Forestry:slabs1:1, Плита из тикового дерева
Forestry:slabs1:2, Плита из акации
Forestry:slabs1:3, Плита из липы
Forestry:slabs1:4, Плита из каштана
Forestry:slabs1:5, Плита из дерева Венге
Forestry:slabs1:6, Плита из баобаба
Forestry:slabs1:7, Плита из секвойи
Forestry:slabs2:0, Плита из хлопкового дерева
Forestry:slabs2:1, Плита из мирта
Forestry:slabs2:2, Плита из красного дерева
Forestry:slabs2:3, Плита из бальзы
Forestry:slabs2:4, Плита из ивы
Forestry:slabs2:5, Плита из орехового дерева
Forestry:slabs2:6, Плита из гринхарта
Forestry:slabs2:7, Плита из вишнёвого дерева
Forestry:slabs3:0, Плита из гибискуса
Forestry:slabs3:1, Плита из тополя
Forestry:slabs3:2, Плита из пальмы
Forestry:slabs3:3, Плита из дынного дерева
Forestry:slabs3:4, Плита из сосны
Forestry:slabs3:5, Плита из сливового дерева
Forestry:slabs3:6, Плита из клёна
Forestry:slabs3:7, Плита из цитрусового дерева
Forestry:slabs4:0, Плита из гигантской секвойи
Forestry:slabs4:1, Плита из муравьиного дерева
Forestry:slabs4:2, Плита из падука
Forestry:slabs4:3, Плита из кокоболо
Forestry:slabs4:4, Плита из зебрано
Forestry:fences:0, Забор из лиственницы
Forestry:fences:1, Забор из тикового дерева
Forestry:fences:2, Забор из акации
Forestry:fences:3, Забор из липы
Forestry:fences:4, Забор из каштана
Forestry:fences:5, Забор из дерева Венге
Forestry:fences:6, Забор из баобаба
Forestry:fences:7, Забор из секвойи
Forestry:fences:8, Забор из хлопкового дерева
Forestry:fences:9, Забор из мирта
Forestry:fences:10, Забор из красного дерева
Forestry:fences:11, Забор из бальзы
Forestry:fences:12, Забор из ивы
Forestry:fences:13, Забор из орехового дерева
Forestry:fences:14, Забор из гринхарта
Forestry:fences:15, Забор из вишнёвого дерева
Forestry:fences2:0, Забор из гибискуса
Forestry:fences2:1, Забор из тополя
Forestry:fences2:2, Забор из пальмы
Forestry:fences2:3, Забор из дынного дерева
Forestry:fences2:4, Забор из сосны
Forestry:fences2:5, Забор из сливового дерева
Forestry:fences2:6, Забор из клёна
Forestry:fences2:7, Забор из цитрусового дерева
Forestry:fences2:8, Забор из гигантской секвойи
Forestry:fences2:9, Забор из муравьиного дерева
Forestry:fences2:10, Забор из падука
Forestry:fences2:11, Забор из кокоболо
Forestry:fences2:12, Забор из зебрано
Forestry:stairs:0, Ступеньки из лиственницы
Forestry:stairs:0, Ступеньки из тикового дерева
Forestry:stairs:0, Ступеньки из акации
Forestry:stairs:0, Ступеньки из липы
Forestry:stairs:0, Ступеньки из каштана
Forestry:stairs:0, Ступеньки из дерева Венге
Forestry:stairs:0, Ступеньки из баобаба
Forestry:stairs:0, Ступеньки из секвойи
Forestry:stairs:0, Ступеньки из хлопкового дерева
Forestry:stairs:0, Ступеньки из мирта
Forestry:stairs:0, Ступеньки из красного дерева
Forestry:stairs:0, Ступеньки из бальзы
Forestry:stairs:0, Ступеньки из ивы
Forestry:stairs:0, Ступеньки из орехового дерева
Forestry:stairs:0, Ступеньки из гринхарта
Forestry:stairs:0, Ступеньки из вишнёвого дерева
Forestry:stairs:0, Ступеньки из гибискуса
Forestry:stairs:0, Ступеньки из тополя
Forestry:stairs:0, Ступеньки из пальмы
Forestry:stairs:0, Ступеньки из дынного дерева
Forestry:stairs:0, Ступеньки из сосны
Forestry:stairs:0, Ступеньки из сливового дерева
Forestry:stairs:0, Ступеньки из клёна
Forestry:stairs:0, Ступеньки из цитрусового дерева
Forestry:stairs:0, Ступеньки из гигантской секвойи
Forestry:stairs:0, Ступеньки из муравьиного дерева
Forestry:stairs:0, Ступеньки из падука
Forestry:stairs:0, Ступеньки из кокоболо
Forestry:stairs:0, Ступеньки из зебрано
Forestry:saplingGE:0, Саженец
Forestry:pods:0, Стручок
Forestry:arboriculture:0, Сундук лесовода
Forestry:engine:0, Электродвигатель
Forestry:engine:1, Торфяной двигатель
Forestry:engine:2, Биогазовый двигатель
Forestry:engine:3, Биогенератор
Forestry:engine:4, Заводной двигатель
Forestry:factory:0, Разливочный механизм
Forestry:factory:1, Плотник
Forestry:factory:2, Центрифуга
Forestry:factory:3, Бродильный аппарат
Forestry:factory:4, Увлажнитель
Forestry:factory:5, Соковыжималка
Forestry:factory:6, Дистиллятор
Forestry:factory:7, Вызыватель дождя
Forestry:factory2:0, Электроламповый завод
Forestry:factory2:1, Сборщик дождя
Forestry:factory2:2, Рабочий стол
Forestry:mushroom:0, Гриб
Forestry:mushroom:1, Гриб
Forestry:ffarm:0, Блок фермы
Forestry:ffarm:0, Блок фермы
Forestry:ffarm:0, Блок фермы
Forestry:ffarm:0, Блок фермы
Forestry:ffarm:0, Блок фермы
Forestry:ffarm:0, Блок фермы
Forestry:ffarm:0, Блок фермы
Forestry:ffarm:0, Блок фермы
Forestry:ffarm:0, Блок фермы
Forestry:ffarm:0, Блок фермы
Forestry:ffarm:0, Блок фермы
Forestry:ffarm:2, Редуктор фермы
Forestry:ffarm:2, Редуктор фермы
Forestry:ffarm:2, Редуктор фермы
Forestry:ffarm:2, Редуктор фермы
Forestry:ffarm:2, Редуктор фермы
Forestry:ffarm:2, Редуктор фермы
Forestry:ffarm:2, Редуктор фермы
Forestry:ffarm:2, Редуктор фермы
Forestry:ffarm:2, Редуктор фермы
Forestry:ffarm:2, Редуктор фермы
Forestry:ffarm:2, Редуктор фермы
Forestry:ffarm:3, Люк фермы
Forestry:ffarm:3, Люк фермы
Forestry:ffarm:3, Люк фермы
Forestry:ffarm:3, Люк фермы
Forestry:ffarm:3, Люк фермы
Forestry:ffarm:3, Люк фермы
Forestry:ffarm:3, Люк фермы
Forestry:ffarm:3, Люк фермы
Forestry:ffarm:3, Люк фермы
Forestry:ffarm:3, Люк фермы
Forestry:ffarm:3, Люк фермы
Forestry:ffarm:4, Вентиль фермы
Forestry:ffarm:4, Вентиль фермы
Forestry:ffarm:4, Вентиль фермы
Forestry:ffarm:4, Вентиль фермы
Forestry:ffarm:4, Вентиль фермы
Forestry:ffarm:4, Вентиль фермы
Forestry:ffarm:4, Вентиль фермы
Forestry:ffarm:4, Вентиль фермы
Forestry:ffarm:4, Вентиль фермы
Forestry:ffarm:4, Вентиль фермы
Forestry:ffarm:4, Вентиль фермы
Forestry:ffarm:5, Блок управления фермы
Forestry:ffarm:5, Блок управления фермы
Forestry:ffarm:5, Блок управления фермы
Forestry:ffarm:5, Блок управления фермы
Forestry:ffarm:5, Блок управления фермы
Forestry:ffarm:5, Блок управления фермы
Forestry:ffarm:5, Блок управления фермы
Forestry:ffarm:5, Блок управления фермы
Forestry:ffarm:5, Блок управления фермы
Forestry:ffarm:5, Блок управления фермы
Forestry:ffarm:5, Блок управления фермы
Forestry:mail:0, Почтовый ящик
Forestry:mail:1, Торговая станция
Forestry:mail:2, Сборщик марок
IronChest:BlockIronChest:0, Железный сундук
IronChest:BlockIronChest:1, Золотой сундук
IronChest:BlockIronChest:2, Алмазный сундук
IronChest:BlockIronChest:3, Медный сундук
IronChest:BlockIronChest:4, Серебряный сундук
IronChest:BlockIronChest:5, Кристальный сундук
IronChest:BlockIronChest:6, Обсидиановый сундук
IronChest:BlockIronChest:7, DirtChest 9000!
Railcraft:fluid.creosote, Креозотовое масло
Railcraft:fluid.steam, Пар
Railcraft:residual.heat, Остаточное тепло
Railcraft:cube:0, Блок коксового угля
Railcraft:cube:9, Медный блок
Railcraft:cube:10, Оловянный блок
Railcraft:cube:11, Свинцовый блок
Railcraft:cube:2, Стальной блок
Railcraft:cube:1, Бетонный блок
