Mod:Item:MetaData, Localized Name
forestry:fence.gates.pine:0, Калитка из сосны
forestry:fence.gates.fireproof.pine:0, Калитка из сосны (огнестойкость)
forestry:fence.gates.plum:0, Калитка из сливового дерева
forestry:fence.gates.fireproof.plum:0, Калитка из сливового дерева (огнестойкость)
forestry:fence.gates.maple:0, Калитка из клёна
forestry:fence.gates.fireproof.maple:0, Калитка из клёна (огнестойкость)
forestry:fence.gates.citrus:0, Калитка из цитрусового дерева
forestry:fence.gates.fireproof.citrus:0, Калитка из цитрусового дерева (огнестойкость)
forestry:fence.gates.giganteum:0, Калитка из гигантской секвойи
forestry:fence.gates.fireproof.giganteum:0, Калитка из гигантской секвойи (огнестойкость)
forestry:fence.gates.ipe:0, Калитка из муравьиного дерева
forestry:fence.gates.fireproof.ipe:0, Калитка из муравьиного дерева (огнестойкость)
forestry:fence.gates.padauk:0, Калитка из падука
forestry:fence.gates.fireproof.padauk:0, Калитка из падука (огнестойкость)
forestry:fence.gates.cocobolo:0, Калитка из кокоболо
forestry:fence.gates.fireproof.cocobolo:0, Калитка из кокоболо (огнестойкость)
forestry:fence.gates.zebrawood:0, Калитка из зебрано
forestry:fence.gates.fireproof.zebrawood:0, Калитка из зебрано (огнестойкость)
forestry:fence.gates.vanilla.fireproof.oak:0, Дубовая калитка (огнестойкость)
forestry:fence.gates.vanilla.fireproof.spruce:0, Еловая калитка (огнестойкость)
forestry:fence.gates.vanilla.fireproof.birch:0, Берёзовая калитка (огнестойкость)
forestry:fence.gates.vanilla.fireproof.jungle:0, Калитка из тропического дерева (огнестойкость)
forestry:fence.gates.vanilla.fireproof.acacia:0, Акациевая калитка (огнестойкость)
forestry:fence.gates.vanilla.fireproof.dark_oak:0, Калитка из тёмного дуба (огнестойкость)
forestry:stairs.larch:0, Ступеньки из лиственницы
forestry:stairs.teak:0, Ступеньки из тикового дерева
forestry:stairs.acacia:0, Ступеньки из акации
forestry:stairs.lime:0, Ступеньки из липы
forestry:stairs.chestnut:0, Ступеньки из каштана
forestry:stairs.wenge:0, Ступеньки из дерева Венге
forestry:stairs.baobab:0, Ступеньки из баобаба
forestry:stairs.sequoia:0, Ступеньки из секвойи
forestry:stairs.kapok:0, Ступеньки из хлопкового дерева
forestry:stairs.ebony:0, Ступеньки из мирта
forestry:stairs.mahogany:0, Ступеньки из красного дерева
forestry:stairs.balsa:0, Ступеньки из бальзы
forestry:stairs.willow:0, Ступеньки из ивы
forestry:stairs.walnut:0, Ступеньки из орехового дерева
forestry:stairs.greenheart:0, Ступеньки из гринхарта
forestry:stairs.cherry:0, Ступеньки из вишнёвого дерева
forestry:stairs.mahoe:0, Ступеньки из гибискуса
forestry:stairs.poplar:0, Ступеньки из тополя
forestry:stairs.palm:0, Ступеньки из пальмы
forestry:stairs.papaya:0, Ступеньки из дынного дерева
forestry:stairs.pine:0, Ступеньки из сосны
forestry:stairs.plum:0, Ступеньки из сливового дерева
forestry:stairs.maple:0, Ступеньки из клёна
forestry:stairs.citrus:0, Ступеньки из цитрусового дерева
forestry:stairs.giganteum:0, Ступеньки из гигантской секвойи
forestry:stairs.ipe:0, Ступеньки из муравьиного дерева
forestry:stairs.padauk:0, Ступеньки из падука
forestry:stairs.cocobolo:0, Ступеньки из кокоболо
forestry:stairs.zebrawood:0, Ступеньки из зебрано
forestry:stairs.fireproof.larch:0, Ступеньки из лиственницы (огнестойкость)
forestry:stairs.fireproof.teak:0, Ступеньки из тикового дерева (огнестойкость)
forestry:stairs.fireproof.acacia:0, Ступеньки из акации (огнестойкость)
forestry:stairs.fireproof.lime:0, Ступеньки из липы (огнестойкость)
forestry:stairs.fireproof.chestnut:0, Ступеньки из каштана (огнестойкость)
forestry:stairs.fireproof.wenge:0, Ступеньки из дерева Венге (огнестойкость)
forestry:stairs.fireproof.baobab:0, Ступеньки из баобаба (огнестойкость)
forestry:stairs.fireproof.sequoia:0, Ступеньки из секвойи (огнестойкость)
forestry:stairs.fireproof.kapok:0, Ступеньки из хлопкового дерева (огнестойкость)
forestry:stairs.fireproof.ebony:0, Ступеньки из мирта (огнестойкость)
forestry:stairs.fireproof.mahogany:0, Ступеньки из красного дерева (огнестойкость)
forestry:stairs.fireproof.balsa:0, Ступеньки из бальзы (огнестойкость)
forestry:stairs.fireproof.willow:0, Ступеньки из ивы (огнестойкость)
forestry:stairs.fireproof.walnut:0, Ступеньки из орехового дерева (огнестойкость)
forestry:stairs.fireproof.greenheart:0, Ступеньки из гринхарта (огнестойкость)
forestry:stairs.fireproof.cherry:0, Ступеньки из вишнёвого дерева (огнестойкость)
forestry:stairs.fireproof.mahoe:0, Ступеньки из гибискуса (огнестойкость)
forestry:stairs.fireproof.poplar:0, Ступеньки из тополя (огнестойкость)
forestry:stairs.fireproof.palm:0, Ступеньки из пальмы (огнестойкость)
forestry:stairs.fireproof.papaya:0, Ступеньки из дынного дерева (огнестойкость)
forestry:stairs.fireproof.pine:0, Ступеньки из сосны (огнестойкость)
forestry:stairs.fireproof.plum:0, Ступеньки из сливового дерева (огнестойкость)
forestry:stairs.fireproof.maple:0, Ступеньки из клёна (огнестойкость)
forestry:stairs.fireproof.citrus:0, Ступеньки из цитрусового дерева (огнестойкость)
forestry:stairs.fireproof.giganteum:0, Ступеньки из гигантской секвойи (огнестойкость)
forestry:stairs.fireproof.ipe:0, Ступеньки из муравьиного дерева (огнестойкость)
forestry:stairs.fireproof.padauk:0, Ступеньки из падука (огнестойкость)
forestry:stairs.fireproof.cocobolo:0, Ступеньки из кокоболо (огнестойкость)
forestry:stairs.fireproof.zebrawood:0, Ступеньки из зебрано (огнестойкость)
forestry:stairs.vanilla.fireproof.oak:0, Дубовые ступеньки (огнестойкость)
forestry:stairs.vanilla.fireproof.spruce:0, Еловые ступеньки (огнестойкость)
forestry:stairs.vanilla.fireproof.birch:0, Берёзовые ступеньки (огнестойкость)
forestry:stairs.vanilla.fireproof.jungle:0, Ступеньки из тропического дерева (огнестойкость)
forestry:stairs.vanilla.fireproof.acacia:0, Акациевые ступеньки (огнестойкость)
forestry:stairs.vanilla.fireproof.dark_oak:0, Ступеньки из тёмного дуба (огнестойкость)
forestry:doors.larch:0, Дверь из лиственницы
forestry:doors.teak:0, Дверь из тикового дерева
forestry:doors.acacia:0, Дверь из акации
forestry:doors.lime:0, Дверь из липы
forestry:doors.chestnut:0, Дверь из каштана
forestry:doors.wenge:0, Дверь из дерева Венге
forestry:doors.baobab:0, Дверь из баобаба
forestry:doors.sequoia:0, Дверь из секвойи
forestry:doors.kapok:0, Дверь из хлопкового дерева
forestry:doors.ebony:0, Дверь из мирта
forestry:doors.mahogany:0, Дверь из красного дерева
forestry:doors.balsa:0, Дверь из бальзы
forestry:doors.willow:0, Дверь из ивы
forestry:doors.walnut:0, Дверь из орехового дерева
forestry:doors.greenheart:0, Дверь из гринхарта
forestry:doors.cherry:0, Дверь из вишнёвого дерева
forestry:doors.mahoe:0, Дверь из гибискуса
forestry:doors.poplar:0, Дверь из тополя
forestry:doors.palm:0, Дверь из пальмы
forestry:doors.papaya:0, Дверь из дынного дерева
forestry:doors.pine:0, Дверь из сосны
forestry:doors.plum:0, Дверь из сливового дерева
forestry:doors.maple:0, Дверь из клёна
forestry:doors.citrus:0, Дверь из цитрусового дерева
forestry:doors.giganteum:0, Дверь из гигантской секвойи
forestry:doors.ipe:0, Дверь из муравьиного дерева
forestry:doors.padauk:0, Дверь из падука
forestry:doors.cocobolo:0, Дверь из кокоболо
forestry:doors.zebrawood:0, Дверь из зебрано
forestry:sapling_ge:0, tile.for.sapling_ge.name
forestry:leaves.decorative.0:0, Листва яблочного дуба
forestry:leaves.decorative.0:1, Листва тёмного дуба
forestry:leaves.decorative.0:2, Листва белой берёзы
forestry:leaves.decorative.0:3, Листва липы пушистой
forestry:leaves.decorative.0:4, Листва обычного орехового дерева
forestry:leaves.decorative.0:5, Листва каштана посевного
forestry:leaves.decorative.0:6, Листва сакуры
forestry:leaves.decorative.0:7, Листва лимонного дерева
forestry:leaves.decorative.0:8, Листва сливового дерева
forestry:leaves.decorative.0:9, Листва сахарного клёна
forestry:leaves.decorative.0:10, Листва красной ели
forestry:leaves.decorative.0:11, Листва мировой лиственницы
forestry:leaves.decorative.0:12, Листва жёлтой сосны
forestry:leaves.decorative.0:13, Листва береговой секвойи
forestry:leaves.decorative.0:14, Листва гигантской секвойи
forestry:leaves.decorative.0:15, Листва тропического дерева
forestry:leaves.decorative.1:0, Листва тикового дерева
forestry:leaves.decorative.1:1, Листва муравьиного дерева
forestry:leaves.decorative.1:2, Листва хлопкового дерева
forestry:leaves.decorative.1:3, Листва мирта
forestry:leaves.decorative.1:4, Листва зебрано
forestry:leaves.decorative.1:5, Листва жёлтого меранти
forestry:leaves.decorative.1:6, Листва акации
forestry:leaves.decorative.1:7, Листва пустынной акации
forestry:leaves.decorative.1:8, Листва падука
forestry:leaves.decorative.1:9, Листва бальзы
forestry:leaves.decorative.1:10, Листва кокоболо
forestry:leaves.decorative.1:11, Листва дерева Венге
forestry:leaves.decorative.1:12, Листва Адансонии Грандидье
forestry:leaves.decorative.1:13, Листва синего гибискуса
forestry:leaves.decorative.1:14, Листва белой ивы
forestry:leaves.decorative.1:15, Листва Сипири
forestry:leaves.decorative.2:0, Листва дынного дерева
forestry:leaves.decorative.2:1, Листва финиковой пальмы
forestry:leaves.decorative.2:2, Листва белого тополя
forestry:tree_chest:0, Сундук лесовода
forestry:genetic_filter:0, Генетический фильтр
forestry:honeyed_slice, Бутерброд с мёдом
forestry:ambrosia, Амброзия
forestry:honey_pot, Горшочек мёда
forestry:greenhouse:0, Парниковый блок
forestry:greenhouse:3, Распределитель парниковой энергии
forestry:greenhouse:4, Парниковый контроль
forestry:greenhouse:5, Парниковый экран
forestry:climatiser:0, Тепличный терморегулятор
forestry:climatiser:1, Подогреватель парника
forestry:climatiser:2, Вентилятор парника
forestry:climatiser:3, Увлажнитель парника
forestry:climatiser:4, Осушитель парника
forestry:greenhouse.window:0, Окно парника
forestry:greenhouse.window_up:0, Окно крыши парника
forestry:fluid.bio.ethanol, Этанол
forestry:fluid.biomass, Биомасса
forestry:fluid.glass, Жидкое стекло
forestry:fluid.for.honey, Мёд
forestry:fluid.ice, Молотый лёд
forestry:fluid.juice, Фруктовый сок
forestry:fluid.milk, Молоко
forestry:fluid.seed.oil, Растительное масло
forestry:fluid.short.mead, Питный мёд
forestry:can, item.for.can.name
forestry:capsule, item.for.capsule.name
forestry:refractory, item.for.refractory.name
forestry:bottler:0, Разливочный механизм
forestry:carpenter:0, Плотник
forestry:centrifuge:0, Центрифуга
forestry:fermenter:0, Бродильный аппарат
forestry:moistener:0, Увлажнитель
forestry:squeezer:0, Соковыжималка
forestry:still:0, Дистиллятор
forestry:rainmaker:0, Генератор дождя
forestry:fabricator:0, Электроламповый завод
forestry:raintank:0, Бак для дождя
forestry:charcoal:0, Блок древесного угля
forestry:wood_pile:0, Охапка дров
forestry:wood_pile_decorative:0, Декоративная охапка дров
forestry:ash_block_0:0, Блок пепла
forestry:ash_block_1:0, Блок пепла
forestry:ash_block_2:0, Блок пепла
forestry:ash_block_3:0, Блок пепла
forestry:loam:0, Суглинок
forestry:mushroom:0, tile.for.mushroom.name
forestry:mushroom:1, tile.for.mushroom.name
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:0, Блок фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:2, Редуктор фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:3, Люк фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:4, Вентиль фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:ffarm:5, Блок управления фермы
forestry:habitat_former:0, Бывшая среда обитания
forestry:habitat_screen, Экран среды обитания
forestry:stamps:0, Почтовая марка (1n)
forestry:stamps:1, Почтовая марка (2n)
forestry:stamps:2, Почтовая марка (5n)
forestry:stamps:3, Почтовая марка (10n)
forestry:stamps:4, Почтовая марка (20n)
forestry:stamps:5, Почтовая марка (50n)
forestry:stamps:6, Почтовая марка (100n)
forestry:letters, Письмо
forestry:catalogue, Каталог
forestry:mailbox:0, Почтовый ящик
forestry:trade_station:0, Торговая станция
forestry:stamp_collector:0, Сборщик марок
forestry:crate, Ящик
forestry:habitat_locator, Определитель ареала
forestry:imprinter, Импринтер
forestry:cart.beehouse:0, Вагонетка с пчелиным домиком
forestry:cart.beehouse:1, Вагонетка с пасекой
forestry:frame_untreated, Необработанная рамка
forestry:frame_impregnated, Пропитанная рамка
forestry:frame_proven, Проверенная рамка
forestry:honey_drop:0, Капля мёда
forestry:pollen:0, Скопление пыльцы
forestry:pollen:1, Скопление кристаллической пыльцы
forestry:propolis:0, Прополис
forestry:propolis:1, Липкий прополис
forestry:propolis:3, Шелковистый прополис
forestry:honeydew, Медвяная роса
forestry:royal_jelly, Маточное молочко
forestry:wax_cast, Восковая форма
forestry:bee_combs:0, Медовые соты
forestry:bee_combs:2, Кипящие соты
forestry:bee_combs:3, Вязкие соты
forestry:bee_combs:4, Морозные соты
forestry:bee_combs:5, Капающие соты
forestry:bee_combs:6, Шелковистые соты
forestry:bee_combs:7, Пересохшие соты
forestry:bee_combs:15, Замшелые соты
forestry:bee_combs:16, Спелые соты
forestry:apiarist_helmet, Защитная маска пчеловода
forestry:apiarist_chest, Куртка пчеловода
forestry:apiarist_legs, Штаны пчеловода
forestry:apiarist_boots, Ботинки пчеловода
forestry:scoop, Сачок
forestry:smoker, Дымарь
forestry:apiary:0, Пасека
forestry:bee_house:0, Пчелиный домик
forestry:bee_chest:0, Сундук пчеловода
forestry:beehives:0, Лесной улей
forestry:beehives:1, Луговой улей
forestry:beehives:2, Пустынный улей
forestry:beehives:3, Тропический улей
forestry:beehives:4, Драконий улей
forestry:beehives:5, Снежный улей
forestry:beehives:6, Болотный улей
forestry:candle:0, Тёмная свеча
forestry:stump:0, Потухшая свеча
forestry:bee_combs_0:0, Блок медовых сот
forestry:bee_combs_0:2, Блок кипящих сот
forestry:bee_combs_0:3, Блок вязких сот
forestry:bee_combs_0:4, Блок морозных сот
forestry:bee_combs_0:5, Блок капающих сот
forestry:bee_combs_0:6, Блок шелковистых сот
forestry:bee_combs_0:7, Блок пересохших сот
forestry:bee_combs_0:15, Блок замшелых сот
forestry:bee_combs_1:0, Блок спелых сот
forestry:alveary.plain:0, Пчелиный улей
forestry:alveary.swarmer:0, Роевня
forestry:alveary.fan:0, Вентилятор улья
forestry:alveary.heater:0, Обогреватель улья
forestry:alveary.hygro:0, Кондиционер улья
forestry:alveary.stabiliser:0, Стабилизатор улья
forestry:alveary.sieve:0, Сито улья
forestry:arboretum:0, Дендрарий (управляемый)
forestry:arboretum:1, Дендрарий (руководство)
forestry:farm_crops:0, Ферма (управляемый)
forestry:farm_crops:1, Ферма (руководство)
forestry:farm_mushroom:0, Грибная ферма (управляемый)
forestry:farm_mushroom:1, Грибная ферма (руководство)
forestry:farm_gourd:0, Ферма бахчевых (управляемый)
forestry:farm_gourd:1, Ферма бахчевых (руководство)
forestry:farm_nether:0, Адская ферма (управляемый)
forestry:farm_nether:1, Адская ферма (руководство)
forestry:farm_ender:0, Ферма Края (управляемый)
forestry:farm_ender:1, Ферма Края (руководство)
forestry:peat_bog:0, Торфяник (управляемый)
forestry:peat_bog:1, Торфяник (руководство)
forestry:book_forester, Руководство лесника
forestry:butterfly_chest:0, Сундук лепидоптеролога
forestry:cocoon:0, tile.for.cocoon.name
forestry:cocoon.solid:0, tile.for.cocoon.solid.name
forestry:engine_electrical:0, Электродвигатель
forestry:engine_generator:0, Биогенератор
gravisuite:advancedlappack, gravisuite.advancedLappack.name
gravisuite:advancedjetpack, gravisuite.advancedJetpack.name
gravisuite:advancednanochestplate, gravisuite.advancedNanoChestplate.name
gravisuite:ultimatelappack, gravisuite.ultimateLappack.name
gravisuite:gravichestplate, gravisuite.graviChestplate.name
gravisuite:advanceddrill, gravisuite.advancedDrill.name
gravisuite:advancedchainsaw, gravisuite.advancedChainsaw.name
gravisuite:gravitool, gravisuite.graviTool.name
gravisuite:vajra, gravisuite.vajra.name
gravisuite:crafting:0, Изоляция сверхпроводника
gravisuite:crafting:1, Сверхпроводник
gravisuite:crafting:2, Охлаждающий элемент
gravisuite:crafting:3, Гравитационный двигатель
gravisuite:crafting:4, Магнетрон
gravisuite:crafting:5, Ядро ваджры
gravisuite:crafting:6, Ускоритель двигателя
forge:bucketfilled, %s Ведро
baubles:ring:0, Кольцо шахтёра
appliedenergistics2:quartz_ore, Руда истинного кварца
appliedenergistics2:charged_quartz_ore, Заряженная руда истинного кварца
appliedenergistics2:matrix_frame, Каркас матрицы
appliedenergistics2:quartz_block, Блок истинного кварца
appliedenergistics2:quartz_pillar, Колонна истинного кварца
appliedenergistics2:chiseled_quartz_block, Резной блок истинного кварца
appliedenergistics2:quartz_glass, Кварцевое стекло
appliedenergistics2:quartz_vibrant_glass, Энергичное кварцевое стекло
appliedenergistics2:quartz_fixture, Светильник из заряженного кварца
appliedenergistics2:fluix_block, Изменчивый блок
appliedenergistics2:sky_stone_block, Небесный камень
appliedenergistics2:smooth_sky_stone_block, Блок небесного камня
appliedenergistics2:sky_stone_brick, Кирпич небесного камня
appliedenergistics2:sky_stone_small_brick, Малый кирпич небесного камня
appliedenergistics2:sky_stone_chest, Сундук из небесного камня
appliedenergistics2:smooth_sky_stone_chest, Сундук из блока небесного камня
appliedenergistics2:sky_compass, Метеоритный компас
appliedenergistics2:grindstone, Кварцевый дробитель
appliedenergistics2:crank, Деревянная рукоятка
appliedenergistics2:inscriber, Высекатель
appliedenergistics2:wireless_access_point, МЭ беспроводная точка доступа
appliedenergistics2:charger, Зарядник
appliedenergistics2:tiny_tnt, Маленький динамит
appliedenergistics2:security_station, МЭ терминал безопасности
appliedenergistics2:quantum_ring, МЭ квантовое кольцо
appliedenergistics2:quantum_link, МЭ камера квантовой связи
appliedenergistics2:spatial_pylon, Пространственный пилон
appliedenergistics2:spatial_io_port, Пространственный порт ввода\вывода
appliedenergistics2:controller, МЭ контроллер
appliedenergistics2:drive, МЭ накопитель
appliedenergistics2:chest, МЭ сундук
appliedenergistics2:interface, МЭ интерфейс
appliedenergistics2:fluid_interface, ME Fluid Interface
appliedenergistics2:cell_workbench, Верстак для ячеек
appliedenergistics2:io_port, МЭ порт ввода\вывода
appliedenergistics2:condenser, Конденсатор материи
appliedenergistics2:energy_acceptor, Приёмщик энергии
appliedenergistics2:vibration_chamber, Вибрационная камера
appliedenergistics2:quartz_growth_accelerator, Ускоритель роста кристаллов
appliedenergistics2:energy_cell, Энергетическая ячейка
appliedenergistics2:dense_energy_cell, Плотная энергетическая ячейка
appliedenergistics2:creative_energy_cell, Творческая энергетическая ячейка
appliedenergistics2:crafting_unit, Блок крафта
appliedenergistics2:crafting_accelerator, Блок обработки крафта
appliedenergistics2:crafting_storage_1k, 1К хранилище крафта
appliedenergistics2:crafting_storage_4k, 4К хранилище крафта
appliedenergistics2:crafting_storage_16k, 16К хранилище крафта
appliedenergistics2:crafting_storage_64k, 64К хранилище крафта
appliedenergistics2:crafting_monitor, Монитор крафта
appliedenergistics2:molecular_assembler, Молекулярный сборщик
appliedenergistics2:light_detector, Светильник обнаружения света
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, Ступеньки из небесного камня
appliedenergistics2:smooth_sky_stone_stairs, Ступеньки из блока небесного камня
appliedenergistics2:sky_stone_brick_stairs, Ступеньки из кирпича небесного камня
appliedenergistics2:sky_stone_small_brick_stairs, Ступеньки из малого кирпича небесного камня
appliedenergistics2:fluix_stairs, Изменчивые ступеньки
appliedenergistics2:quartz_stairs, Ступеньки из истинного кварца
appliedenergistics2:chiseled_quartz_stairs, Ступеньки из резного истинного кварца
appliedenergistics2:quartz_pillar_stairs, Ступеньки из колонны истинного кварца
appliedenergistics2:cable_bus, AE2 кабель и/или шина
appliedenergistics2:sky_stone_slab:0, Плита из небесного камня
appliedenergistics2:smooth_sky_stone_slab:0, Плита из блока небесного камня
appliedenergistics2:sky_stone_brick_slab:0, Плита из кирпича небесного камня
appliedenergistics2:sky_stone_small_brick_slab:0, Плита из малого кирпича небесного камня
appliedenergistics2:fluix_slab:0, Изменчивая плита
appliedenergistics2:quartz_slab:0, Плита из истинного кварца
appliedenergistics2:chiseled_quartz_slab:0, Плита из резного истинного кварца
appliedenergistics2:quartz_pillar_slab:0, Плита из колонны истинного кварца
appliedenergistics2:certus_quartz_axe, Топор из истинного кварца
appliedenergistics2:certus_quartz_hoe, Мотыга из истинного кварца
appliedenergistics2:certus_quartz_spade, Лопата из истинного кварца
appliedenergistics2:certus_quartz_pickaxe, Кирка из истинного кварца
appliedenergistics2:certus_quartz_sword, Меч из истинного кварца
appliedenergistics2:certus_quartz_wrench, Гаечный ключ из истинного кварца
appliedenergistics2:certus_quartz_cutting_knife, Нож из истинного кварца
appliedenergistics2:nether_quartz_axe, Топор из незер-кварца
appliedenergistics2:nether_quartz_hoe, Мотыга из незер-кварца
appliedenergistics2:nether_quartz_spade, Лопата из незер-кварца
appliedenergistics2:nether_quartz_pickaxe, Кирка из незер-кварца
appliedenergistics2:nether_quartz_sword, Меч из незер-кварца
appliedenergistics2:nether_quartz_wrench, Гаечный ключ из незер-кварца
appliedenergistics2:nether_quartz_cutting_knife, Нож из незер-кварца
appliedenergistics2:entropy_manipulator, Манипулятор энтропией
appliedenergistics2:wireless_terminal, Беспроводной терминал
appliedenergistics2:charged_staff, Заряженный посох
appliedenergistics2:matter_cannon, Материальная пушка
appliedenergistics2:portable_cell, Переносная ячейка
appliedenergistics2:color_applicator, Аппликатор цвета
appliedenergistics2:biometric_card, Биометрическая карта
appliedenergistics2:memory_card, Карта памяти
appliedenergistics2:network_tool, Сетевой инструмент
appliedenergistics2:creative_storage_cell, Творческая МЭ ячейка хранения
appliedenergistics2:view_cell, Ячейка представления
appliedenergistics2:storage_cell_1k, 1К МЭ ячейка хранения
appliedenergistics2:storage_cell_4k, 4К МЭ ячейка хранения
appliedenergistics2:storage_cell_16k, 16К МЭ ячейка хранения
appliedenergistics2:storage_cell_64k, 64К МЭ ячейка хранения
appliedenergistics2:fluid_storage_cell_1k, 1k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_4k, 4k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_16k, 16k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_64k, 64k ME Fluid Storage Cell
appliedenergistics2:spatial_storage_cell_2_cubed, 2³ пространственная ячейка хранения
appliedenergistics2:spatial_storage_cell_16_cubed, 16³ пространственная ячейка хранения
appliedenergistics2:spatial_storage_cell_128_cubed, 128³ пространственная ячейка хранения
appliedenergistics2:facade:0, Кабельный фасад - Камень
appliedenergistics2:facade:0, Кабельный фасад - Гранит
appliedenergistics2:facade:0, Кабельный фасад - Гладкий гранит
appliedenergistics2:facade:0, Кабельный фасад - Диорит
appliedenergistics2:facade:0, Кабельный фасад - Гладкий диорит
appliedenergistics2:facade:0, Кабельный фасад - Андезит
appliedenergistics2:facade:0, Кабельный фасад - Гладкий андезит
appliedenergistics2:facade:0, Кабельный фасад - Дёрн
appliedenergistics2:facade:0, Кабельный фасад - Земля
appliedenergistics2:facade:0, Кабельный фасад - Каменистая земля
appliedenergistics2:facade:0, Кабельный фасад - Подзол
appliedenergistics2:facade:0, Кабельный фасад - Булыжник
appliedenergistics2:facade:0, Кабельный фасад - Дубовые доски
appliedenergistics2:facade:0, Кабельный фасад - Еловые доски
appliedenergistics2:facade:0, Кабельный фасад - Берёзовые доски
appliedenergistics2:facade:0, Кабельный фасад - Доски из тропического дерева
appliedenergistics2:facade:0, Кабельный фасад - Акациевые доски
appliedenergistics2:facade:0, Кабельный фасад - Доски из тёмного дуба
appliedenergistics2:facade:0, Кабельный фасад - Бедрок
appliedenergistics2:facade:0, Кабельный фасад - Песок
appliedenergistics2:facade:0, Кабельный фасад - Красный песок
appliedenergistics2:facade:0, Кабельный фасад - Гравий
appliedenergistics2:facade:0, Кабельный фасад - Золотая руда
appliedenergistics2:facade:0, Кабельный фасад - Железная руда
appliedenergistics2:facade:0, Кабельный фасад - Каменный уголь
appliedenergistics2:facade:0, Кабельный фасад - Дуб
appliedenergistics2:facade:0, Кабельный фасад - Ель
appliedenergistics2:facade:0, Кабельный фасад - Берёза
appliedenergistics2:facade:0, Кабельный фасад - Тропическое дерево
appliedenergistics2:facade:0, Кабельный фасад - Дубовые листья
appliedenergistics2:facade:0, Кабельный фасад - Хвоя
appliedenergistics2:facade:0, Кабельный фасад - Берёзовые листья
appliedenergistics2:facade:0, Кабельный фасад - Листья тропического дерева
appliedenergistics2:facade:0, Кабельный фасад - Губка
appliedenergistics2:facade:0, Кабельный фасад - Мокрая губка
appliedenergistics2:facade:0, Кабельный фасад - Стекло
appliedenergistics2:facade:0, Кабельный фасад - Лазуритовая руда
appliedenergistics2:facade:0, Кабельный фасад - Лазуритовый блок
appliedenergistics2:facade:0, Кабельный фасад - Песчаник
appliedenergistics2:facade:0, Кабельный фасад - Резной песчаник
appliedenergistics2:facade:0, Кабельный фасад - Гладкий песчаник
appliedenergistics2:facade:0, Кабельный фасад - Белая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Оранжевая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Пурпурная шерсть
appliedenergistics2:facade:0, Кабельный фасад - Голубая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Жёлтая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Лаймовая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Розовая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Серая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Светло-серая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Бирюзовая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Фиолетовая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Синяя шерсть
appliedenergistics2:facade:0, Кабельный фасад - Коричневая шерсть
appliedenergistics2:facade:0, Кабельный фасад - Зелёная шерсть
